date,product_category,avg_price,sales_volume,avg_freight,day_of_week,month,is_weekend,price_lag_7,sales_lag_7,rolling_price_7d,price_momentum,lead_time_hrs,market_median,comp_ratio,is_holiday
31/1/2017,agro_industry_and_commerce,21.99,1,24.35,1,1,0,,,,,0.202222222,69.9,0.314592275,0
5/2/2017,agro_industry_and_commerce,21.99,1,14.52,6,2,1,,,,,0.168888889,63.65,0.345483111,0
21/2/2017,agro_industry_and_commerce,21.99,1,14.11,1,2,0,,,,,24.0825,44.345,0.495884542,0
28/5/2017,agro_industry_and_commerce,59.99,1,21.22,6,5,1,,,,,0.146944444,86.2,0.695939675,0
26/6/2017,agro_industry_and_commerce,1390,1,32.05,0,6,0,,,,,0.1875,68.9,20.17416546,0
14/7/2017,agro_industry_and_commerce,1180,1,19.47,4,7,0,,,,,24.16777778,79.9,14.76846058,0
30/8/2017,agro_industry_and_commerce,22,4,136.6,2,8,0,,,388.28,-366.28,0.27,121.5366667,0.181015331,0
13/9/2017,agro_industry_and_commerce,799.99,1,54.34,2,9,0,21.99,1,499.4228571,300.5671429,19.29777778,91.995,8.696016088,0
23/9/2017,agro_industry_and_commerce,398,2,51.32,5,9,1,21.99,1,553.1385714,-155.1385714,4.799722222,63.395,6.278097642,0
5/10/2017,agro_industry_and_commerce,35,1,8.72,3,10,0,21.99,1,554.9971429,-519.9971429,38.51,89.185,0.392442675,0
23/10/2017,agro_industry_and_commerce,44.3,1,17.63,0,10,0,59.99,1,552.7557143,-508.4557143,27.96083333,57.08166667,0.776081053,0
12/11/2017,agro_industry_and_commerce,919.99,1,71.53,6,11,1,1390,1,485.6114286,434.3785714,0.213055556,92.4225,9.954177825,0
24/11/2017,agro_industry_and_commerce,904.5142857,7,171.59,4,11,0,1180,1,446.2563265,458.2579592,85.84138889,98.08020833,9.222189686,0
28/11/2017,agro_industry_and_commerce,398,1,27.24,1,11,0,22,4,499.9706122,-101.9706122,35.71194444,110.873,3.589692711,0
20/12/2017,agro_industry_and_commerce,410,2,44.72,2,12,0,799.99,1,444.2577551,-34.2577551,1.595555556,85,4.823529412,0
28/12/2017,agro_industry_and_commerce,412,1,30.26,3,12,0,398,2,446.2577551,-34.2577551,0.120555556,73.76666667,5.585178491,0
10/1/2018,agro_industry_and_commerce,934.94,1,62.43,2,1,0,35,1,574.8206122,360.1193878,39.56583333,111.2333333,8.405214264,0
12/1/2018,agro_industry_and_commerce,465,1,24.09,4,1,0,44.3,1,634.9206122,-169.9206122,68.4475,71.86909091,6.470097146,0
16/1/2018,agro_industry_and_commerce,412,1,30.26,1,1,0,919.99,1,562.3506122,-150.3506122,0.655555556,124.3094444,3.31430972,0
25/1/2018,agro_industry_and_commerce,58.5,1,28.11,3,1,0,904.5142857,7,441.4914286,-382.9914286,13.30666667,87,0.672413793,0
2/2/2018,agro_industry_and_commerce,19.5,1,15.1,4,2,0,398,1,387.42,-367.92,0.4075,64.9,0.30046225,0
16/2/2018,agro_industry_and_commerce,549,1,21.56,4,2,0,410,2,407.2771429,141.7228571,0.219722222,117.9,4.65648855,0
25/2/2018,agro_industry_and_commerce,465,1,26.63,6,2,1,412,1,414.8485714,50.15142857,0.215555556,83.2875,5.583070689,0
26/2/2018,agro_industry_and_commerce,25,1,15.79,0,2,0,934.94,1,284.8571429,-259.8571429,0.325555556,114.6423333,0.218069532,0
27/2/2018,agro_industry_and_commerce,412,1,26.26,1,2,0,465,1,277.2857143,134.7142857,23.89666667,99.0345,4.160166407,0
28/2/2018,agro_industry_and_commerce,465,1,34.69,2,2,0,412,1,284.8571429,180.1428571,21.76361111,57.01875,8.155212101,0
5/3/2018,agro_industry_and_commerce,19.5,1,15.23,0,3,0,58.5,1,279.2857143,-259.7857143,9.618888889,100.3815714,0.194258764,0
16/3/2018,agro_industry_and_commerce,57,1,29.99,4,3,0,19.5,1,284.6428571,-227.6428571,17.24055556,88.9,0.641169854,0
19/3/2018,agro_industry_and_commerce,19.5,1,8.29,0,3,0,549,1,209,-189.5,0.131666667,58.03333333,0.336013785,0
20/3/2018,agro_industry_and_commerce,19.5,2,16.58,1,3,0,465,1,145.3571429,-125.8571429,0.411388889,107.525,0.181353174,0
3/4/2018,agro_industry_and_commerce,465,1,34.64,1,4,0,25,1,208.2142857,256.7857143,0.348333333,86.975,5.346363898,0
5/4/2018,agro_industry_and_commerce,412,1,20.4,3,4,0,412,1,208.2142857,203.7857143,46.85138889,117.682619,3.500941799,0
12/4/2018,agro_industry_and_commerce,549,1,20.66,3,4,0,465,1,220.2142857,328.7857143,27.18333333,91.69230769,5.987416107,0
13/4/2018,agro_industry_and_commerce,88,1,11.95,4,4,0,19.5,1,230,-142,7.943333333,120,0.733333333,0
17/4/2018,agro_industry_and_commerce,412,1,33.87,1,4,0,57,1,280.7142857,131.2857143,31.11027778,108.7041667,3.790103109,0
18/4/2018,agro_industry_and_commerce,1476.3,1,42.25,2,4,0,19.5,1,488.8285714,987.4714286,0.685833333,91.84666667,16.07352834,0
24/4/2018,agro_industry_and_commerce,77,1,23.12,1,4,0,19.5,2,497.0428571,-420.0428571,29.28888889,98.395,0.782560089,0
8/5/2018,agro_industry_and_commerce,410,1,18.83,1,5,0,465,1,489.1857143,-79.18571429,0.475,92.28181818,4.442912028,0
10/5/2018,agro_industry_and_commerce,412,1,25.42,3,5,0,412,1,489.1857143,-77.18571429,15.68027778,91.73,4.491442276,0
11/6/2018,agro_industry_and_commerce,260,1,26.17,0,6,0,549,1,447.9,-187.9,0.438888889,72.3375,3.594263003,0
22/6/2018,agro_industry_and_commerce,479,1,38.7,4,6,0,88,1,503.7571429,-24.75714286,0.521944444,90.96125,5.265978645,0
4/7/2018,agro_industry_and_commerce,306.95,2,44.32,2,7,0,412,1,488.75,-181.8,34.80875,79,3.885443038,0
17/7/2018,agro_industry_and_commerce,57.88,1,27.36,1,7,0,1476.3,1,286.1185714,-228.2385714,30.65083333,71.53875,0.809072006,0
18/7/2018,agro_industry_and_commerce,429.98,1,28.38,2,7,0,77,1,336.5442857,93.43571429,0.201388889,80.6975,5.328293937,0
19/7/2018,agro_industry_and_commerce,420,1,21.04,3,7,0,410,1,337.9728571,82.02714286,23.85111111,105.7525,3.971537316,0
20/7/2018,agro_industry_and_commerce,35,1,13.83,4,7,0,412,1,284.1157143,-249.1157143,23.16166667,76.1,0.459921156,0
23/7/2018,agro_industry_and_commerce,120,1,17.03,0,7,0,260,1,264.1157143,-144.1157143,15.16,120,1,0
25/7/2018,agro_industry_and_commerce,54.95,2,27.23,2,7,0,479,1,203.5371429,-148.5871429,0.205972222,95,0.578421053,0
4/8/2018,agro_industry_and_commerce,1899,1,79.18,5,8,1,306.95,2,430.9728571,1468.027143,0.206666667,89.956,21.1103206,0
6/8/2018,agro_industry_and_commerce,33.9,1,13.72,0,8,0,57.88,1,427.5471429,-393.6471429,17.95333333,109.9,0.308462238,0
5/10/2016,air_conditioning,149.9,4,77.32,2,10,0,,,,,22.69111111,79.9,1.876095119,0
23/1/2017,air_conditioning,149.9,2,38.66,0,1,0,,,,,7.129444444,147.445,1.016650276,0
17/2/2017,air_conditioning,187.9,1,16.43,4,2,0,,,,,0.221666667,111.19625,1.689805187,0
20/2/2017,air_conditioning,187.9,1,21.4,0,2,0,,,,,0.238888889,88.04,2.134257156,0
22/2/2017,air_conditioning,252,1,28.95,2,2,0,,,,,41.04805556,111.2,2.26618705,0
9/3/2017,air_conditioning,59.9,1,22.35,3,3,0,,,,,0,69.220625,0.86534902,0
21/3/2017,air_conditioning,59.9,1,15.63,1,3,0,,,149.6285714,-89.72857143,0,78.55625,0.76251094,0
23/3/2017,air_conditioning,59.9,1,15.63,3,3,0,149.9,4,136.7714286,-76.87142857,0.225277778,89.29625,0.670800846,0
31/3/2017,air_conditioning,59.9,1,15.63,4,3,0,149.9,2,123.9142857,-64.01428571,79.68527778,75,0.798666667,0
11/5/2017,air_conditioning,161.99,1,23,3,5,0,187.9,1,120.2128571,41.77714286,0.258055556,129.99,1.246172783,0
18/5/2017,air_conditioning,25.99,1,34.15,3,5,0,187.9,1,97.08285714,-71.09285714,34.65416667,103.435,0.251268913,0
11/6/2017,air_conditioning,205.6,3,54.45,6,6,1,252,1,90.45428571,115.1457143,37.74611111,91.35,2.250684182,0
19/6/2017,air_conditioning,99,1,17.94,0,6,0,59.9,1,96.04,2.96,14.66194444,109.495,0.904150874,0
28/6/2017,air_conditioning,799.95,1,20.67,2,6,0,59.9,1,201.7614286,598.1885714,24.23833333,92.9625,8.605082695,0
4/7/2017,air_conditioning,10.9,1,15.1,1,7,0,59.9,1,194.7614286,-183.8614286,24.53,58.4,0.186643836,0
12/7/2017,air_conditioning,125.9,1,18.13,2,7,0,59.9,1,204.19,-78.29,0.418055556,99.99,1.259125913,0
1/8/2017,air_conditioning,299.87,1,28.65,1,8,0,161.99,1,223.8871429,75.98285714,15.76972222,100.2833333,2.990227688,0
6/8/2017,air_conditioning,54.9,1,11.88,6,8,1,25.99,1,228.0171429,-173.1171429,33.38944444,75.1975,0.730077463,0
10/8/2017,air_conditioning,144,1,14.74,3,8,0,205.6,3,219.2171429,-75.21714286,0.265833333,88.25,1.631728045,0
19/8/2017,air_conditioning,226.9,2,52.86,5,8,1,99,1,237.4885714,-10.58857143,0.341944444,66.925,3.390362346,0
21/8/2017,air_conditioning,794.98,2,27.88,0,8,0,799.95,1,236.7785714,558.2014286,36.03277778,70.66333333,11.25024765,0
28/8/2017,air_conditioning,89,1,12.12,0,8,0,10.9,1,247.9357143,-158.9357143,0.335,90,0.988888889,0
6/9/2017,air_conditioning,99,1,19.93,2,9,0,125.9,1,244.0928571,-145.0928571,0.123611111,64.34166667,1.538660795,0
15/10/2017,air_conditioning,291.6666667,3,73.53,6,10,1,299.87,1,242.9209524,48.74571429,0.445648148,79,3.691983122,0
21/10/2017,air_conditioning,119,1,52.84,5,10,1,54.9,1,252.0780952,-133.0780952,0.168611111,64.445,1.846535806,0
1/11/2017,air_conditioning,75.9,1,11.74,2,11,0,144,1,242.3495238,-166.4495238,0.778055556,96.6565,0.785255001,0
9/11/2017,air_conditioning,39.9,1,6.58,3,11,0,226.9,2,215.6352381,-175.7352381,8.488333333,104.5625,0.381589958,0
26/11/2017,air_conditioning,88.2,1,8.36,6,11,1,794.98,2,114.6666667,-26.46666667,0.35,86.55,1.019064125,0
16/1/2018,air_conditioning,282.3,2,39.74,1,1,0,89,1,142.2809524,140.0190476,0.226944444,124.3094444,2.270945713,0
17/1/2018,air_conditioning,24.99,1,7.78,2,1,0,99,1,131.7080952,-106.7180952,0.245277778,86.98625,0.287286784,0
20/1/2018,air_conditioning,35.9,1,11.85,5,1,1,291.6666667,3,95.17,-59.27,0.252222222,70.229,0.511184838,0
22/1/2018,air_conditioning,90.26666667,3,48.73,0,1,0,119,1,91.0652381,-0.798571429,20.79824074,83.52,1.080779055,0
23/1/2018,air_conditioning,75.9,1,12.03,1,1,0,75.9,1,91.0652381,-15.1652381,0.27,89.76333333,0.845556835,0
26/1/2018,air_conditioning,129,1,20.14,4,1,0,39.9,1,103.7938095,25.20619048,16.12638889,84.4,1.528436019,0
27/1/2018,air_conditioning,199,1,10.21,5,1,1,88.2,1,119.622381,79.37761905,55.18083333,80.07493056,2.485172308,0
31/1/2018,air_conditioning,99,1,13.53,2,1,0,282.3,2,93.43666667,5.563333333,0.231111111,80.20358333,1.234358814,0
14/2/2018,air_conditioning,25.9,1,15.1,2,2,0,24.99,1,93.56666667,-67.66666667,0.150555556,79.9,0.324155194,0
15/2/2018,air_conditioning,377.9,1,35.92,3,2,0,35.9,1,142.4238095,235.4761905,0.360277778,84.58479167,4.467706222,0
17/2/2018,air_conditioning,199,1,10.21,5,2,1,90.26666667,3,157.9571429,41.04285714,69.96277778,104.7778571,1.89925625,0
21/2/2018,air_conditioning,79.99,1,20.05,2,2,0,75.9,1,158.5414286,-78.55142857,0.380555556,80.22,0.997132885,0
24/2/2018,air_conditioning,700,1,68.59,5,2,1,129,1,240.1128571,459.8871429,43.44472222,75.7,9.247027741,0
2/3/2018,air_conditioning,35.9,1,14.1,4,3,0,199,1,216.8128571,-180.9128571,78.84194444,87.12583333,0.412047709,0
5/3/2018,air_conditioning,159.9,1,25.96,0,3,0,99,1,225.5128571,-65.61285714,0.785833333,100.3815714,1.592921865,0
24/3/2018,air_conditioning,130,1,26.99,5,3,1,25.9,1,240.3842857,-110.3842857,1.102777778,81.9725,1.58589771,0
27/3/2018,air_conditioning,24.9,1,7.71,1,3,0,377.9,1,189.9557143,-165.0557143,0.201111111,80.37136364,0.309811839,0
3/4/2018,air_conditioning,35.9,1,7.39,1,4,0,199,1,166.6557143,-130.7557143,45.88111111,86.975,0.412762288,0
16/4/2018,air_conditioning,186.9,1,38,0,4,0,79.99,1,181.9285714,4.971428571,0.913055556,103.0880357,1.813013496,0
24/4/2018,air_conditioning,35.9,1,15.23,1,4,0,700,1,87.05714286,-51.15714286,0.391388889,98.395,0.364855938,0
1/5/2018,air_conditioning,199.9,1,19.48,1,5,0,35.9,1,110.4857143,89.41428571,0.486666667,69,2.897101449,1
2/5/2018,air_conditioning,34.9,1,22.06,2,5,0,159.9,1,92.62857143,-57.72857143,0.470833333,99.9,0.349349349,0
8/5/2018,air_conditioning,185,2,109.66,1,5,0,130,1,100.4857143,84.51428571,0.3575,92.28181818,2.004728598,0
13/5/2018,air_conditioning,190,1,30.82,6,5,1,24.9,1,124.0714286,65.92857143,0.418611111,67.93333333,2.796859666,0
14/5/2018,air_conditioning,73.5,1,18.39,0,5,0,35.9,1,129.4428571,-55.94285714,0.235833333,75.846875,0.969057723,0
20/5/2018,air_conditioning,139,1,12.78,6,5,1,186.9,1,122.6,16.4,0.163333333,85,1.635294118,0
9/6/2018,air_conditioning,34.9,1,22.06,5,6,1,35.9,1,122.4571429,-87.55714286,0.418333333,96.3,0.362409138,0
12/6/2018,air_conditioning,1599,1,39.72,1,6,0,199.9,1,322.3285714,1276.671429,0.319166667,135.4,11.80945347,0
30/6/2018,air_conditioning,31,1,22.15,5,6,1,34.9,1,321.7714286,-290.7714286,0.690555556,115.0475,0.269453921,0
1/7/2018,air_conditioning,99,1,47.35,6,7,1,185,2,309.4857143,-210.4857143,0.300555556,89.19,1.109989909,0
3/7/2018,air_conditioning,144.88,1,44.81,1,7,0,190,1,303.04,-158.16,49.53916667,104.2766667,1.389380814,0
17/7/2018,air_conditioning,293.2,1,23.87,1,7,0,73.5,1,334.4257143,-41.22571429,16.72444444,71.53875,4.098478098,0
26/7/2018,air_conditioning,540,1,103.89,3,7,0,139,1,391.7114286,148.2885714,23.91388889,95,5.684210526,0
31/7/2018,air_conditioning,139.99,1,21.84,1,7,0,34.9,1,406.7242857,-266.7342857,0.624444444,99,1.414040404,0
1/8/2018,air_conditioning,229,1,27.66,2,8,0,1599,1,211.01,17.99,23.97027778,118.3533333,1.934884245,0
2/8/2018,air_conditioning,79.9,1,19.75,3,8,0,31,1,217.9957143,-138.0957143,0.718055556,97.85,0.816555953,0
3/8/2018,air_conditioning,103.2333333,3,40.31,4,8,0,99,1,218.6004762,-115.3671429,10.57138889,91.73875,1.125296926,0
17/8/2018,air_conditioning,234.975,4,77.39,4,8,0,144.88,1,231.4711905,3.503809524,11.72673611,88.35,2.65959253,0
21/8/2018,air_conditioning,289.9,1,45.83,1,8,0,293.2,1,230.9997619,58.9002381,0.402777778,85.521,3.38981069,0
25/8/2018,air_conditioning,99,1,7.95,5,8,1,540,1,167.9997619,-68.9997619,0.211666667,92.475,1.070559611,0
21/3/2017,art,109.6,1,27.2,1,3,0,,,,,0,78.55625,1.395178614,0
23/3/2017,art,28,1,15.56,3,3,0,,,,,1.004444444,89.29625,0.313563,0
15/5/2017,art,119.9,1,28.22,0,5,0,,,,,29.38583333,63.445,1.889825833,0
31/5/2017,art,48.65,1,35.84,2,5,0,,,,,0.255555556,101.0775,0.481313843,0
10/6/2017,art,48.65,1,46.88,5,6,1,,,,,0.382222222,94.45,0.515087348,0
25/6/2017,art,36.9,6,125.04,6,6,1,,,,,24.08916667,109.9,0.335759782,0
4/7/2017,art,36.85,1,15.1,1,7,0,,,61.22142857,-24.37142857,30.72388889,58.4,0.630993151,0
4/9/2017,art,299.99,1,17.86,0,9,0,109.6,1,88.42,211.57,0.242222222,84.94,3.531787144,0
19/9/2017,art,48.65,1,17.6,1,9,0,28,1,91.37,-42.72,0.3,89.64333333,0.54270628,0
5/10/2017,art,40,1,14.1,3,10,0,119.9,1,79.95571429,-39.95571429,0.171111111,89.185,0.448505915,0
27/11/2017,art,75,1,17.78,0,11,0,48.65,1,83.72,-8.72,0.685,79.89769231,0.938700453,0
4/12/2017,art,49.9,1,26.89,0,12,0,48.65,1,83.89857143,-33.99857143,2.115,114.95,0.434101783,0
7/1/2018,art,129.99,1,14.3,6,1,1,36.9,6,97.19714286,32.79285714,23.95,108,1.203611111,0
11/1/2018,art,139.99,1,21.47,3,1,0,36.85,1,111.9314286,28.05857143,30.10166667,106.3571429,1.316225655,0
15/1/2018,art,139.99,1,14.37,0,1,0,299.99,1,89.07428571,50.91571429,37.98805556,121.0415,1.156545482,0
16/1/2018,art,139.99,1,14.37,1,1,0,48.65,1,102.1228571,37.86714286,0.336388889,124.3094444,1.126141305,0
24/1/2018,art,70,1,15.24,2,1,0,40,1,106.4085714,-36.40857143,0.358611111,72.35,0.967519005,0
9/2/2018,art,110.99,1,14.17,4,2,0,75,1,111.55,-0.56,24.19305556,110.99,1,0
12/2/2018,art,110.99,1,14.17,0,2,0,49.9,1,120.2771429,-9.287142857,0.303611111,82.1445,1.351155586,0
24/2/2018,art,110.99,1,33.23,5,2,1,129.99,1,117.5628571,-6.572857143,0.650277778,75.7,1.466182299,0
18/3/2018,art,89.9,1,23.21,6,3,1,139.99,1,110.4071429,-20.50714286,0.391666667,97.45,0.922524371,0
5/4/2018,art,119,1,12.17,3,4,0,139.99,1,107.4085714,11.59142857,0.289722222,117.682619,1.011194354,0
15/4/2018,art,57,1,14.49,6,4,1,139.99,1,95.55285714,-38.55285714,0.156111111,75.378,0.756188808,0
18/4/2018,art,79.99,2,35.03,2,4,0,70,1,96.98,-16.99,18.96402778,91.84666667,0.870908035,0
27/4/2018,art,99.99,1,12.03,4,4,0,110.99,1,95.40857143,4.581428571,0.212777778,99.99,1,0
1/5/2018,art,99.99,1,23.28,1,5,0,110.99,1,93.83714286,6.152857143,0.249722222,69,1.449130435,1
6/5/2018,art,99.99,1,12.03,6,5,1,110.99,1,92.26571429,7.724285714,39.08333333,89.34888889,1.119096177,0
9/5/2018,art,57,1,22.98,2,5,0,89.9,1,87.56571429,-30.56571429,0.689166667,76.70875,0.74307038,0
11/5/2018,art,14.03,1,8.47,4,5,0,119,1,72.57,-58.54,0.755,103.995,0.134910332,0
14/5/2018,art,79.9,1,11.89,0,5,0,57,1,75.84142857,4.058571429,0.428333333,75.846875,1.05343826,0
16/5/2018,art,99.99,1,14.54,2,5,0,79.99,2,78.69857143,21.29142857,0.287222222,70.175,1.424866405,0
18/5/2018,art,99.99,2,24.06,4,5,0,99.99,1,78.69857143,21.29142857,0.361388889,76.65125,1.304479705,0
21/5/2018,art,99.99,1,14.54,0,5,0,99.99,1,78.69857143,21.29142857,1.521944444,94.465,1.05848727,0
8/6/2018,art,99.9,1,23.28,4,6,0,99.99,1,78.68571429,21.21428571,0.209444444,77.7,1.285714286,0
15/6/2018,art,99.99,1,23.5,4,6,0,57,1,84.82714286,15.16285714,67.88361111,103.32,0.967770035,0
22/6/2018,art,149.99,1,14.63,4,6,0,14.03,1,104.25,45.74,0.278333333,90.96125,1.648943918,0
26/6/2018,art,99.99,1,57.47,1,6,0,79.9,1,107.12,-7.13,0.456666667,91.3,1.095180723,0
30/6/2018,art,99.99,1,23.5,5,6,1,99.99,1,107.12,-7.13,0.236944444,115.0475,0.869119277,0
1/7/2018,art,45.08,1,15.42,6,7,1,99.99,2,99.27571429,-54.19571429,90.9375,89.19,0.505437829,0
2/7/2018,art,99.99,1,15.01,0,7,0,99.99,1,99.27571429,0.714285714,0.215277778,73.24,1.365237575,0
8/7/2018,art,99.99,1,23.5,6,7,1,99.9,1,99.28857143,0.701428571,0.193055556,69.99,1.428632662,0
10/7/2018,art,99.99,1,12.43,1,7,0,99.99,1,99.28857143,0.701428571,0.225277778,95.49166667,1.047107077,0
12/7/2018,art,99.99,1,23.5,3,7,0,149.99,1,92.14571429,7.844285714,0.218611111,128.135,0.780348851,0
16/7/2018,art,99.99,2,66.48,0,7,0,99.99,1,92.14571429,7.844285714,14.37125,86.4,1.157291667,0
31/7/2018,art,69.99,1,11.51,1,7,0,99.99,1,87.86,-17.87,29.62388889,99,0.706969697,0
2/8/2018,art,69.99,1,23.29,3,8,0,45.08,1,91.41857143,-21.42857143,0.97,97.85,0.715278487,0
5/8/2018,art,69.99,1,11.51,6,8,1,99.99,1,87.13285714,-17.14285714,29.79,77.86428571,0.898871663,0
8/8/2018,art,97.5,1,19.87,2,8,0,99.99,1,86.77714286,10.72285714,0.158055556,104.9814286,0.928735695,0
17/8/2018,art,69.99,1,11.72,4,8,0,99.99,1,82.49142857,-12.50142857,18.83638889,88.35,0.792190153,0
8/5/2017,arts_and_craftmanship,21.99,1,7.67,0,5,0,,,,,21.39083333,94.725,0.232145685,0
22/4/2018,arts_and_craftmanship,15.99,1,18.23,6,4,1,,,,,46.51,88.53116667,0.18061436,0
16/7/2018,arts_and_craftmanship,129.49,1,13.57,0,7,0,,,,,19.31194444,86.4,1.498726852,0
20/7/2018,arts_and_craftmanship,129.49,1,22.21,4,7,0,,,,,93.46388889,76.1,1.701576873,0
23/7/2018,arts_and_craftmanship,29.45,2,25.73,0,7,0,,,,,15.93638889,120,0.245416667,0
25/7/2018,arts_and_craftmanship,19.8,1,7.4,2,7,0,,,,,0.138055556,95,0.208421053,0
28/7/2018,arts_and_craftmanship,57.9,1,19.6,5,7,1,,,57.73,0.17,24.58444444,63.45,0.912529551,0
3/8/2018,arts_and_craftmanship,25,1,8.69,4,8,0,21.99,1,58.16,-33.16,6.8225,91.73875,0.272512978,0
17/8/2018,arts_and_craftmanship,16.49,1,7.39,4,8,0,15.99,1,58.23142857,-41.74142857,0.233055556,88.35,0.186644029,0
22/8/2018,arts_and_craftmanship,238,1,68.72,2,8,0,129.49,1,73.73285714,164.2671429,30.81,53.93333333,4.412855377,0
7/10/2016,audio,132,1,15.08,4,10,0,,,,,0.219166667,132,1,0
26/2/2017,audio,19,1,17.19,6,2,1,,,,,1.013888889,116.495,0.163097129,0
6/3/2017,audio,65,1,14.57,0,3,0,,,,,17.88611111,49.9,1.30260521,0
7/3/2017,audio,45,1,25.53,1,3,0,,,,,0.175277778,118.81,0.378755997,0
27/3/2017,audio,34.99,1,8.72,0,3,0,,,,,0.234444444,85.115,0.411090877,0
28/3/2017,audio,84.9,1,11.2,1,3,0,,,,,34.66222222,79.9,1.062578223,0
4/4/2017,audio,79,1,24.55,1,4,0,,,65.69857143,13.30142857,44.33222222,87,0.908045977,0
10/4/2017,audio,89.9,2,22.48,0,4,0,132,1,59.68428571,30.21571429,0.129722222,79.9,1.125156446,0
24/4/2017,audio,89.9,2,22.48,0,4,0,19,1,69.81285714,20.08714286,0.230277778,73.57,1.221965475,0
5/5/2017,audio,249,1,16.95,4,5,0,65,1,96.09857143,152.9014286,0.223333333,85.225,2.921677911,0
14/5/2017,audio,89.9,1,15.38,6,5,1,45,1,102.5128571,-12.61285714,0.225555556,99.945,0.899494722,0
17/5/2017,audio,89.9,2,42.31,2,5,0,34.99,1,110.3571429,-20.45714286,29.30319444,89.9,1,0
24/5/2017,audio,179.9,1,8.51,2,5,0,84.9,1,123.9285714,55.97142857,16.16222222,79.4,2.265743073,0
30/5/2017,audio,139.99,1,20.22,1,5,0,79,1,132.6414286,7.348571429,0.181111111,75.22,1.861074182,0
5/6/2017,audio,75,1,7.78,0,6,0,89.9,2,130.5128571,-55.51285714,1.571388889,94.99,0.789556795,0
7/6/2017,audio,269,1,17.64,2,6,0,89.9,2,156.0985714,112.9014286,32.8825,73.50833333,3.659449042,0
12/6/2017,audio,269,1,10.7,0,6,0,249,1,158.9557143,110.0442857,0.279166667,98.9,2.71991911,0
14/6/2017,audio,89,1,15.37,2,6,0,89.9,1,158.8271429,-69.82714286,0.158888889,89,1,0
4/7/2017,audio,159.9,1,13.46,1,7,0,89.9,2,168.8271429,-8.927142857,15.5725,58.4,2.738013699,0
15/7/2017,audio,229.99,1,36.93,5,7,1,179.9,1,175.9828571,54.00714286,0.239166667,119.495,1.924683041,0
6/8/2017,audio,49.9,1,14.1,6,8,1,139.99,1,163.1128571,-113.2128571,0.173055556,75.1975,0.66358589,0
15/8/2017,audio,439,1,20.32,1,8,0,75,1,215.1128571,223.8871429,39.33166667,91.86928571,4.778528499,0
4/9/2017,audio,89,1,15.37,0,9,0,269,1,189.3985714,-100.3985714,32.04972222,84.94,1.047798446,0
29/9/2017,audio,119.9,1,17.28,4,9,0,269,1,168.0985714,-48.19857143,90.495,105.3916667,1.137661105,0
2/10/2017,audio,98.9,1,7.95,0,10,0,89,1,169.5128571,-70.61285714,0.420555556,66.9,1.478325859,0
4/10/2017,audio,19.9,1,7.78,2,10,0,159.9,1,149.5128571,-129.6128571,13.73666667,64.738,0.307392876,0
6/10/2017,audio,19.9,1,15.79,4,10,0,229.99,1,119.5,-99.6,5.047777778,83.63333333,0.237943404,0
9/10/2017,audio,24.9,1,15.79,0,10,0,49.9,1,115.9285714,-91.02857143,0.213333333,79.2825,0.314066786,0
10/10/2017,audio,124.9,1,9.07,1,10,0,439,1,71.05714286,53.84285714,29.64944444,87.495,1.427510143,0
26/10/2017,audio,19.9,2,21.88,3,10,0,89,1,61.18571429,-41.28571429,20.52097222,56.13933333,0.354475175,0
4/11/2017,audio,76.89,1,15.98,5,11,1,119.9,1,55.04142857,21.84857143,0.326388889,79.395,0.968448895,0
10/11/2017,audio,19.9,1,7.78,4,11,0,98.9,1,43.75571429,-23.85571429,0.1775,76.52547619,0.260044119,0
16/11/2017,audio,190.9,1,16.09,3,11,0,19.9,1,68.18428571,122.7157143,9.332222222,80.25642857,2.378625655,0
23/11/2017,audio,19.9,1,14.1,3,11,0,19.9,1,68.18428571,-48.28428571,0.186111111,84.995,0.234131419,0
24/11/2017,audio,14.9,2,29.2,4,11,0,24.9,1,66.75571429,-51.85571429,8.264444444,98.08020833,0.15191648,0
27/11/2017,audio,108.9,1,14.51,0,11,0,124.9,1,64.47,44.43,0.333333333,79.89769231,1.362993058,0
29/11/2017,audio,190.9,1,16.09,2,11,0,19.9,2,88.89857143,102.0014286,1.28,90.486,2.109718631,0
8/12/2017,audio,49.9,1,15.1,4,12,0,76.89,1,85.04285714,-35.14285714,0.941111111,88.295,0.565150915,0
14/12/2017,audio,219,1,16.28,3,12,0,19.9,1,113.4857143,105.5142857,0.388333333,102.74,2.131594316,0
15/12/2017,audio,48.395,2,23.76,4,12,0,190.9,1,93.12785714,-44.73285714,0.168888889,59.06714286,0.819321837,0
23/12/2017,audio,598.99,1,15.69,5,12,1,19.9,1,175.855,423.135,24.02138889,58.9,10.16960951,0
26/12/2017,audio,76.89,1,14.29,1,12,0,14.9,2,184.7107143,-107.8207143,11.29194444,76.75833333,1.00171534,0
13/1/2018,audio,189,1,35.12,5,1,1,108.9,1,196.1535714,-7.153571429,0.483333333,107.45,1.758957655,0
14/1/2018,audio,189,1,16.07,6,1,1,190.9,1,195.8821429,-6.882142857,0.191666667,94.25928571,2.005107492,0
23/1/2018,audio,19.9,1,16.79,1,1,0,49.9,1,191.5964286,-171.6964286,0.571666667,89.76333333,0.221694084,0
26/1/2018,audio,189,1,12.82,4,1,0,219,1,187.3107143,1.689285714,0.212777778,84.4,2.239336493,0
